reporting_organisation,donor,project_status,governorate,district,sub_district,community,neighbourhood,camp_name,admin1pcode,admin2pcode,admin3pcode,admin4pcode,neighbourhood_pcode,admin5pcode,location_other,village_camps,latitude_y,longitude_x,cluster,response_type,families,female_headed_hh,beneficiaries,men_18_60,women_18_60,boys_18,girls_18,elderly_males_60,elderly_females_60,idps,host_communities,returnees,pwds,previously_assisted,newly_assisted,conditionality,restrictions,cash_delivery_mechanism,voucher_delivery_mechanism,currency,transfer_value,transfer_frequency,num_payments,fx_rate,total_value_per_hh,total_usd,targeting_criteria,start_date,end_date,comments,contact_person,position,email,phone,month_of_activity,abbreviation,implementing_partner,activity
GOAL,BHA,Completed,Aleppo,Afrin,Bulbul,Bulbul,NA,NA,SY02,SY0203,SY020301,C1391,NA,NA,NA,NA,36.769656,36.819347,Multipurpose - One time,Earthquake,20,0,72,14,19,20,19,0,NA,19,53,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,3000,Blanket,2023-03-01,2023-03-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-03-31,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Aleppo,Afrin,Bulbul,Bulbul,NA,NA,SY02,SY0203,SY020301,C1391,NA,NA,NA,NA,36.769656,36.819347,Multipurpose - One time,Earthquake,1,0,6,1,1,3,1,0,NA,1,5,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,150,Blanket,2023-03-01,2023-03-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-03-31,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Aleppo,Afrin,Bulbul,Dik,NA,NA,SY02,SY0203,SY020301,C1398,NA,NA,NA,NA,36.68495,36.771902,Multipurpose - One time,Earthquake,9,0,46,11,11,6,18,0,NA,8,38,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,1350,Blanket,2023-03-01,2023-03-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-03-31,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Aleppo,Afrin,Bulbul,Hafatro,NA,NA,SY02,SY0203,SY020301,C8289,NA,NA,NA,NA,36.750149,36.910597,Multipurpose - One time,Earthquake,2,0,10,2,1,2,5,0,NA,2,8,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,300,Blanket,2023-03-01,2023-03-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-03-31,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Aleppo,Afrin,Bulbul,Hajeb - Qash Ogli,NA,NA,SY02,SY0203,SY020301,C1402,NA,NA,NA,NA,36.716554,36.839372,Multipurpose - One time,Earthquake,7,0,29,6,8,8,7,1,NA,7,22,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,1050,Blanket,2023-03-01,2023-03-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-03-31,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Aleppo,Afrin,Bulbul,Hozan,NA,NA,SY02,SY0203,SY020301,C1417,NA,NA,NA,NA,36.719551,36.847787,Multipurpose - One time,Earthquake,3,0,18,4,3,2,9,0,NA,3,15,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,450,Blanket,2023-03-01,2023-03-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-03-31,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Aleppo,Afrin,Bulbul,Khader,NA,NA,SY02,SY0203,SY020301,C1394,NA,NA,NA,NA,36.746339999999996,36.794874,Multipurpose - One time,Earthquake,7,0,35,6,7,11,11,0,NA,7,28,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,1050,Blanket,2023-03-01,2023-03-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-03-31,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Aleppo,Afrin,Bulbul,Khalil - Khleilak,NA,NA,SY02,SY0203,SY020301,C1404,NA,NA,NA,NA,36.694192,36.806778,Multipurpose - One time,Earthquake,4,0,18,4,3,5,6,1,NA,4,14,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,600,Blanket,2023-03-01,2023-03-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-03-31,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Aleppo,Afrin,Bulbul,Marwiyeh (Bulbul),NA,NA,SY02,SY0203,SY020301,C1414,NA,NA,NA,NA,36.754304,36.740273,Multipurpose - One time,Earthquake,5,0,23,5,5,11,2,0,NA,5,18,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,750,Blanket,2023-03-01,2023-03-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-03-31,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Aleppo,Afrin,Bulbul,Mudallala Afrin - Eastern Kotanly,NA,NA,SY02,SY0203,SY020301,C1413,NA,NA,NA,NA,36.694992,36.856109,Multipurpose - One time,Earthquake,21,0,90,22,24,23,21,4,NA,21,69,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,3150,Blanket,2023-03-01,2023-03-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-03-31,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Aleppo,Afrin,Bulbul,Obudan,NA,NA,SY02,SY0203,SY020301,C1395,NA,NA,NA,NA,36.755138,36.912421,Multipurpose - One time,Earthquake,6,0,30,5,5,8,12,0,NA,6,24,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,900,Blanket,2023-03-01,2023-03-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-03-31,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Aleppo,Afrin,Bulbul,Qastal Miqdad,NA,NA,SY02,SY0203,SY020301,C1416,NA,NA,NA,NA,36.735095,36.858195,Multipurpose - One time,Earthquake,11,0,38,7,12,9,10,1,NA,11,27,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,1650,Blanket,2023-03-01,2023-03-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-03-31,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Aleppo,Afrin,Bulbul,Qorna,NA,NA,SY02,SY0203,SY020301,C1418,NA,NA,NA,NA,36.773013,36.841616,Multipurpose - One time,Earthquake,5,0,26,5,5,9,7,0,NA,5,21,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,750,Blanket,2023-03-01,2023-03-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-03-31,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Aleppo,Afrin,Bulbul,Qotan,NA,NA,SY02,SY0203,SY020301,C1415,NA,NA,NA,NA,36.71059,36.800224,Multipurpose - One time,Earthquake,1,0,5,1,1,1,2,0,NA,1,4,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,150,Blanket,2023-03-01,2023-03-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-03-31,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Aleppo,Afrin,Bulbul,Ras Ahmar,NA,NA,SY02,SY0203,SY020301,C1403,NA,NA,NA,NA,36.685469,36.87367,Multipurpose - One time,Earthquake,13,0,60,15,14,14,17,0,NA,9,51,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,1950,Blanket,2023-03-01,2023-03-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-03-31,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Aleppo,Afrin,Bulbul,Sagher - Sagher Oba Si,NA,NA,SY02,SY0203,SY020301,C1405,NA,NA,NA,NA,36.702701,36.780396,Multipurpose - One time,Earthquake,3,0,16,3,3,4,6,0,NA,3,13,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,450,Blanket,2023-03-01,2023-03-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-03-31,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Aleppo,Afrin,Bulbul,Samha Kilani,NA,NA,SY02,SY0203,SY020301,C1392,NA,NA,NA,NA,36.704002,36.766974,Multipurpose - One time,Earthquake,6,0,26,5,6,8,7,1,NA,5,21,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,900,Blanket,2023-03-01,2023-03-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-03-31,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Aleppo,Afrin,Bulbul,Sara,NA,NA,SY02,SY0203,SY020301,C1400,NA,NA,NA,NA,36.773024,36.782773,Multipurpose - One time,Earthquake,1,0,2,1,1,0,0,1,NA,0,2,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,150,Blanket,2023-03-01,2023-03-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-03-31,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Aleppo,Afrin,Bulbul,Tafla,NA,NA,SY02,SY0203,SY020301,C1412,NA,NA,NA,NA,36.71764,36.821162,Multipurpose - One time,Earthquake,4,0,14,4,5,3,2,1,NA,4,10,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,600,Blanket,2023-03-01,2023-03-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-03-31,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Aleppo,Afrin,Bulbul,Yabseh (Bulbul),NA,NA,SY02,SY0203,SY020301,C1401,NA,NA,NA,NA,36.686656,36.834377,Multipurpose - One time,Earthquake,15,0,58,12,14,17,15,2,NA,15,43,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,2250,Blanket,2023-03-01,2023-03-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-03-31,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Aleppo,Afrin,Bulbul,Za'ra,NA,NA,SY02,SY0203,SY020301,C1406,NA,NA,NA,NA,36.785448,36.803246,Multipurpose - One time,Earthquake,1,0,9,1,1,3,4,0,NA,1,8,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,150,Blanket,2023-03-01,2023-03-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-03-31,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Aleppo,Afrin,Bulbul,Zfnek,NA,NA,SY02,SY0203,SY020301,C6396,NA,NA,NA,NA,36.686444,36.789733,Multipurpose - One time,Earthquake,8,0,37,7,8,14,8,1,NA,8,29,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,1200,Blanket,2023-03-01,2023-03-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-03-31,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Idleb,Harim,Harim,Besnaya - Bseineh,NA,NA,SY07,SY0703,SY070300,C4116,NA,NA,NA,NA,36.177439,36.490048,Multipurpose - One time,Earthquake,365,0,1844,436,426,512,470,52,NA,2,1842,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,54750,Blanket,2023-04-01,2023-04-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-04-30,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Idleb,Harim,Harim,Harim,NA,NA,SY07,SY0703,SY070300,C4115,NA,NA,NA,NA,36.212594,36.520746,Multipurpose - One time,Earthquake,2161,6,10253,2310,2649,2709,2585,376,NA,120,10133,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,324150,Blanket,2023-02-01,2023-02-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-02-28,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Idleb,Harim,Harim,Harim,NA,NA,SY07,SY0703,SY070300,C4115,NA,NA,NA,NA,36.212594,36.520746,Multipurpose - One time,Earthquake,2759,3,12905,2870,3203,3514,3318,436,NA,282,12623,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,413850,Blanket,2023-03-01,2023-03-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-03-31,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Idleb,Harim,Harim,Harim,NA,NA,SY07,SY0703,SY070300,C4115,NA,NA,NA,NA,36.212594,36.520746,Multipurpose - One time,Earthquake,134,0,649,133,157,181,178,12,NA,3,646,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,20100,Blanket,2023-04-01,2023-04-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-04-30,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Burj Kmush,NA,NA,SY02,SY0203,SY020302,C1428,NA,NA,NA,NA,36.429095,36.711932,Multipurpose - One time,Earthquake,77,0,358,73,85,108,92,12,NA,29,329,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,11550,Blanket,2023-02-01,2023-02-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-02-28,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Dakhm,NA,NA,SY02,SY0203,SY020302,C1423,NA,NA,NA,NA,36.437599,36.741218,Multipurpose - One time,Earthquake,91,2,475,110,128,126,111,22,NA,6,469,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,13650,Blanket,2023-03-01,2023-03-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-03-31,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Deir Ballut,NA,NA,SY02,SY0203,SY020302,C1435,NA,NA,NA,NA,36.339706,36.664883,Multipurpose - One time,Earthquake,42,0,219,50,50,68,51,4,NA,4,215,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,6300,Blanket,2023-03-01,2023-03-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-03-31,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Eastern Eshkan,NA,NA,SY02,SY0203,SY020302,C1441,NA,NA,NA,NA,36.460964,36.732657,Multipurpose - One time,Earthquake,51,0,270,58,59,85,68,6,NA,38,232,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,7650,Blanket,2023-02-01,2023-02-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-02-28,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Haji Hasanli,NA,NA,SY02,SY0203,SY020302,C8184,NA,NA,NA,NA,36.484728,36.653081,Multipurpose - One time,Earthquake,70,0,305,79,90,63,73,16,NA,5,300,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,10500,Blanket,2023-02-01,2023-02-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-02-28,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Haji Hasanli,NA,NA,SY02,SY0203,SY020302,C8184,NA,NA,NA,NA,36.484728,36.653081,Multipurpose - One time,Earthquake,28,0,151,35,39,39,38,2,NA,7,144,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,4200,Blanket,2023-02-01,2023-02-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-02-28,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Jum Afrin,NA,NA,SY02,SY0203,SY020302,C1421,NA,NA,NA,NA,36.451901,36.713316,Multipurpose - One time,Earthquake,59,0,250,61,69,61,59,12,NA,28,222,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,8850,Blanket,2023-03-01,2023-03-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-03-31,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Kafr Safra,NA,NA,SY02,SY0203,SY020302,C1449,NA,NA,NA,NA,36.427593,36.66183,Multipurpose - One time,Earthquake,249,1,1286,259,296,397,334,25,NA,83,1203,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,37350,Blanket,2023-02-01,2023-02-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-02-28,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Koban,NA,NA,SY02,SY0203,SY020302,C7490,NA,NA,NA,NA,36.457256,36.671902,Multipurpose - One time,Earthquake,48,1,243,57,63,62,61,6,NA,19,224,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,7200,Blanket,2023-03-01,2023-03-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-03-31,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Koran Jandris,NA,NA,SY02,SY0203,SY020302,C1447,NA,NA,NA,NA,36.43962,36.673392,Multipurpose - One time,Earthquake,225,0,1069,241,279,276,273,36,NA,90,979,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,33750,Blanket,2023-03-01,2023-03-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-03-31,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Ramadiyeh (Jandairis),NA,NA,SY02,SY0203,SY020302,C1422,NA,NA,NA,NA,36.399148,36.745457,Multipurpose - One time,Earthquake,113,1,604,129,153,172,150,13,NA,17,587,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,16950,Blanket,2023-03-01,2023-03-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-03-31,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Western Eshkab,NA,NA,SY02,SY0203,SY020302,C1437,NA,NA,NA,NA,36.399226,36.63472,Multipurpose - One time,Earthquake,165,0,797,193,214,207,183,23,NA,59,738,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,24750,Blanket,2023-02-01,2023-02-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-02-28,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Aleppo,Afrin,Jandairis,Western Khaltan,NA,NA,SY02,SY0203,SY020302,C1436,NA,NA,NA,NA,36.480833,36.70773,Multipurpose - One time,Earthquake,68,1,352,84,94,81,93,12,NA,19,333,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,10200,Blanket,2023-02-01,2023-02-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-02-28,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Idleb,Harim,Kafr Takharim,Kafr Takharim,NA,NA,SY07,SY0703,SY070303,C4157,NA,NA,NA,NA,36.116497,36.51543,Multipurpose - One time,Earthquake,764,2,3859,894,966,1026,973,89,NA,195,3664,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,114600,Blanket,2023-03-01,2023-03-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-03-31,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Idleb,Harim,Kafr Takharim,Kafr Takharim,NA,NA,SY07,SY0703,SY070303,C4157,NA,NA,NA,NA,36.116497,36.51543,Multipurpose - One time,Earthquake,127,0,653,151,175,166,161,19,NA,14,639,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,19050,Blanket,2023-04-01,2023-04-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-04-30,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Bhora,NA,NA,SY07,SY0700,SY070005,C3937,NA,NA,NA,NA,35.996993,36.603157,Multipurpose - One time,Earthquake,9,0,41,10,11,8,12,1,NA,0,41,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,1350,Blanket,2023-03-01,2023-03-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-03-31,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Hazano,NA,NA,SY07,SY0700,SY070005,C3944,NA,NA,NA,NA,36.089778,36.713577,Multipurpose - One time,Earthquake,412,3,2049,470,467,600,512,47,NA,180,1869,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,61800,Blanket,2023-03-01,2023-03-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-03-31,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kafr Jales,NA,NA,SY07,SY0700,SY070005,C3945,NA,NA,NA,NA,35.975873,36.614218,Multipurpose - One time,Earthquake,8,0,47,8,8,16,15,0,NA,8,39,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,1200,Blanket,2023-03-01,2023-03-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-03-31,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kafr Jales,NA,NA,SY07,SY0700,SY070005,C3945,NA,NA,NA,NA,35.975873,36.614218,Multipurpose - One time,Earthquake,2,0,8,0,4,0,4,1,NA,0,8,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,300,Blanket,2023-04-01,2023-04-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-04-30,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,الشلاش/Al Shlash,SY07,SY0700,SY070005,C3949,NA,CP001757,NA,NA,36.108118,36.69463,Multipurpose - One time,Earthquake,4,0,23,5,5,8,5,0,NA,2,21,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,600,Blanket,2023-04-01,2023-04-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-04-30,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,NA,SY07,SY0700,SY070005,C3949,NA,NA,Ataa Alrahman Camp,NA,36.108118,36.69463,Multipurpose - One time,Earthquake,13,0,59,15,16,15,13,1,NA,13,46,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,1950,Blanket,2023-03-01,2023-03-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-03-31,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,NA,SY07,SY0700,SY070005,C3949,NA,NA,Ataa Alrahman Camp,NA,36.108118,36.69463,Multipurpose - One time,Earthquake,11,0,63,10,12,23,18,0,NA,0,63,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,1650,Blanket,2023-04-01,2023-04-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-04-30,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Khair  / خير,SY07,SY0700,SY070005,C3949,NA,CP000588,NA,NA,36.108118,36.69463,Multipurpose - One time,Earthquake,3,0,19,5,3,6,5,0,NA,3,16,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,450,Blanket,2023-03-01,2023-03-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-03-31,GOAL,GOAL (GOAL),Multipurpose Cash Response
GOAL,BHA,Completed,Idleb,Idleb,Maaret Tamsrin,Kelly,NA,Khair  / خير,SY07,SY0700,SY070005,C3949,NA,CP000588,NA,NA,36.108118,36.69463,Multipurpose - One time,Earthquake,3,0,26,7,5,9,5,1,NA,0,26,NA,NA,No,NA,Unconditional,Cash - Unrestricted,Local money trader,NA,USD,150,One-off,1,1,150,450,Blanket,2023-04-01,2023-04-01,NA,Mosab Hajismael,Emergency Manager,mhajismael@sy.goal.ie,5385741577,2023-04-30,GOAL,GOAL (GOAL),Multipurpose Cash Response
